Text,lables
"***<br />Tazo's Earl Grey Black Tea is very perfumy. I am used to drinking super-premium tea that have the real bergamot added, not the essence. So this tea tasted to me like regular black tea with a very, very strong bergamot-like flavor. I definitely did not care for it, although I love Earl Grey teas in general. On the paper tea packet, Tazo writes, ""a more aromatic version of the Earl's traditional black tea scented with the essence of bergamot""; therein lies the problem---a little too perfumy and scented for me. On their web site, Tazo describes the flavor profile of Passion as ""floral, lavender, fragrant, spicy, lemon"". Tazo describes the aroma as ""citrus, lavender, light smoke"". You may like it; apparently the other reviewers so far do, but it is not for me at all.<br /><br />Also, be careful of letting this tea brew too long accidently. Even a few minutes too long results in a bitter, bitter tea, reminiscent of orange pekoe with a strong perfume added. What a letdown! Even properly brewed, though, this tea cannot, in my opinion, warrant more than three stars.<br /><br />The ingredients in Earl Grey are just black teas and bergamot essence. Note that Earl Grey does contain caffeine.<br /><br />Tazo is an interesting company that makes only super premium teas. They are socially responsible, based in Portland, and have the motto, ""The Reincarnation of Tea"". Tazo is owned by Starbucks. Their web site is fun and quirky, with a Zen-type focus, definitely worth checking out. It is unclear, though, from their web site, how many of their ingredients are organic or kosher, and they do use some ""natural flavors"" in their teas--this wording seems a little vague for a super premium tea.<br /><br />Instead of Tazo's Earl Grey, I would highly recommend Numi Earl Grey, which does not disappoint in any way and is comparable in cost. It too can be bought in bulk at the time of this review on Amazon.<br />***",Neutral
our dog is 14 years old and this product is part of an arthritic regiment and it is WONDERFUL she walks like she 6 yrs old.<br />Thanks you,Positive
"Excellent beans, fresh and tasty. Work well with my Capresso espresso machine. Have been purchasing those for the past year or so, great product.",Positive
"My daughter seemed to really enjoy the taste, but it made a huge mess because it was so watery.  I won't buy it again.",Negative
these are the best flavor - very nice lime/chile taste goes great with the almonds. i agree with ms.cox!,Positive
"Oh my babies really love this stuff, their lick their bowls clean seriously. This product looks just like canned food for humans and seriously if you didnt read the labels that it's cat food you can easily mistake it for people's food.Thanks Weruva !!!!",Positive
"it's definetely cheaper than any grocery store, but I saw the newspaper that it has no effectiveness for diet. I was very disappointed.",Neutral
"I bought this flavor edible Nylabone for my ""industrial strength"" chewing dog who's just over 1 year old.  Although he enjoys all of the Nylabone flavors, he goes through them in record time because he's a chronic chewer.  Considering how much it costs,I decided it wasn't worth it.  Instead, I now buy Purina Chewnola bones - they entertain my little guy for hours and he keeps going back to it until it's gone.  I recommend this to anyone with a dog who's into chewing.  I also recommend you buy them on Amazon since you can pay as much as 50% less than you pay at a store.  (The 3 stars is because the cost doesn't match the lasting power.)",Neutral
"This stuff comes from China and Cargill, king of GMO foods.  Emerald Forest xylitol is also from China even though it's advertised as American birch.  Now, it may have been birch at one time but Xylitol Canada bought them in 2010.  An employee at EF spilled the beans and I listened on the phone as she got chewed out by her boss.  Even without that little confirmation, the chances are certainly slim that EF would produce real quality American Xylitol when they are in bed with Cargill.  Too bad the FDA won't get involved.",Negative
"These don't have any weird taste to them, but they just taste sweet - not much chocolate or vanilla flavor. I was hoping for a sugar-free chocolate fix to replace mini Tootsie Rolls, and these aren't it. I'm not diabetic - just hoping to spare my teeth, and aspartame gives me a headache.<br /><br />The packaging doesn't say how much xylitol is in them, so I assume that it's not a particularly significant contribution to the 6-10 grams of it that my dentist recommends, but probably not a problem of overeating the xylitol (which can cause some bowel effects, though not dangerous).<br /><br />Dr. John's does have a helpful website and some products I like, though, with varying amounts of xylitol, and a list of how much xylitol is in their Simply Xylitol candies that are made for getting 6-10 grams of it per day.<br /><br />For chocolate cravings, I prefer their sugar-free chocolate hard candies to this caramel. They also have chocolate and vanilla nougat swirls that taste much better.",Neutral
"Let me start by saying how much i love chimes and their adorable little tin packaging. I ordered these last Christmas to include in little gift packages... Ive ordered them before from amazon and had no problem, though this time they came in an opened box and with the expiration code on the bottom of the tin rubbed/blotted out. On some of the packages I could still faintly make out a date from early 2010 though. By no means did I want to give as gifts expired candy, let alone boxes that had been tampered with. I called amazon and they promptly replaced the case, though unfortunately the new case was expired as well(despite me asking for them to check), though the dates had not been rubbed out. At this point, I knew that the entire batch was just probably old and took my chances and asked them to replace with a different flavor(as I knew they would not check), hoping the new flavor was from a different shipment. Luckily, the mango ones I ordered were fine and did not expire until 2012. It was just terribly unfortunate that such a great item had no checks or balances before they left the amazon warehouse- ultimately amazon replaced both boxes, but it was a hassle and disappointment to keep getting old merchandise.",Negative
